Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"Q33   Malformacoes congen do pulmao";5;2;4;1;20;5;2;15;5;27;11;8;22;10;11;35;42;15;42;160;22;16;19;12;17;24;8;560
"Q34   Outr malformacoes congen aparelho respirat";-;-;1;2;-;1;-;1;1;-;1;-;1;-;-;1;3;1;1;1;2;2;3;-;-;-;-;22
"Q35   Fenda palatina";-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;1;1;-;1;-;2;-;1;-;10
"Q36   Fenda labial";-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;7
"Q37   Fenda labial c/fenda palatina";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;-;2;-;1;-;-;-;10
"Q38   Outr malform congen lingua boca e faringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"Q39   Malformacoes congen do esofago";1;-;10;1;10;4;4;3;4;8;5;3;17;5;3;13;12;3;11;24;6;6;6;7;4;3;2;175
"Q40   Outr malform congen trato digestivo super";-;-;1;-;2;1;-;2;-;-;-;-;-;1;-;3;1;1;1;3;2;-;1;-;-;1;-;20
"Q41   Ausencia atresia estenose congen intest delg";2;-;3;2;4;-;1;5;2;6;3;3;5;1;2;7;4;-;3;15;4;4;2;-;1;5;1;85
"Q42   Ausencia atresia e estenose congen do colon";2;-;1;-;2;-;-;3;3;2;-;1;6;2;-;3;-;-;2;6;3;-;-;-;2;1;1;40
"Q43   Outr malformacoes congen do intestino";1;1;2;1;13;2;2;1;3;7;1;2;13;2;4;15;7;3;12;10;2;5;2;1;4;3;2;121
"Q44   Malform congen vesic biliar via biliar figad";1;-;2;1;6;-;1;5;3;4;2;2;4;2;-;11;12;2;4;28;5;2;4;4;2;2;2;111
"Q45   Outr malformacoes congen aparelho digestivo";-;-;-;2;2;1;-;1;1;-;-;-;-;-;-;5;1;-;2;5;1;-;-;2;1;1;-;25
"Q50   Malform cong ovario tromp Falopio lig largos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"Q51   Malformacoes congen utero e do colo do utero";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q54   Hipospadias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"Q55   Outr malformacoes congen org genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;3
"Q56   Sexo indeterminado e pseudo-hermafroditismo";-;-;-;-;5;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;9
"Q60   Agenesia renal e outr defeitos reducao rim";2;1;-;-;2;1;-;-;-;5;6;2;7;3;3;11;24;1;9;34;11;4;13;3;4;12;5;163
"Q61   Doenc cisticas do rim";3;-;3;-;5;-;5;3;3;6;5;5;6;1;2;16;24;3;15;55;11;13;13;1;4;10;8;220
"Q62   Anom cong obstr pelv renal malf cong ureter";-;-;-;-;2;-;-;1;2;1;-;-;3;-;-;2;2;1;2;4;2;-;-;-;-;2;-;24
"Q63   Outr malformacoes congen do rim";-;-;-;1;6;-;2;5;2;1;1;1;2;-;1;3;4;1;6;13;3;5;3;-;1;-;2;63
"Q64   Outr malformacoes congen aparelho urinario";-;-;2;1;1;-;-;1;1;3;1;2;-;1;2;4;2;-;5;9;3;-;1;1;1;1;1;43
"Q65   Malformacoes congen do quadril";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"Q67   Deform osteom cong cabeca face coluna torax";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;-;-;1;-;-;-;5
"Q68   Outr deform osteomusculares congen";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"Q74   Outr malformacoes congen dos membros";1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"Q75   Outr malformacoes congen ossos cranio e face";-;1;-;-;5;2;2;1;-;-;-;-;4;-;-;1;4;1;-;7;1;1;2;2;-;1;-;35
"Q76   Malform congen coluna vertebral ossos torax";-;-;1;-;2;-;-;1;-;1;-;1;2;-;1;1;1;1;1;3;2;-;2;1;1;2;-;24
"Q77   Osteocondr c/anom cresc ossos long col vert";1;-;2;-;2;-;-;1;1;-;1;-;1;1;-;4;8;-;1;11;8;2;3;-;-;4;3;54
"Q78   Outr osteocondrodisplasias";-;-;1;-;1;1;1;3;1;3;-;-;2;1;2;3;2;-;2;7;2;2;2;1;2;2;2;43
"Q79   Malformacoes congen sist osteomuscular NCOP";8;3;39;6;36;5;10;17;8;21;7;11;34;4;10;54;54;13;39;99;26;16;28;10;19;20;15;612
"Q80   Ictiose congen";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"Q81   Epidermolise bolhosa";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;1;1;1;-;1;-;-;-;-;-;-;8
"Q82   Outr malformacoes congen da pele";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
"Q85   Facomatoses NCOP";-;-;-;-;1;-;-;-;-;1;2;1;-;-;-;2;8;2;7;15;3;-;3;2;-;3;2;52
"Q86   Sindr c/malf cong dev causas exog conh NCOP";-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"Q87   Outr sindr c/malform cong q acomet mult sist";1;2;2;-;7;2;2;8;3;10;3;3;3;5;3;20;20;6;27;53;14;10;15;1;5;8;6;239
"Q89   Outr malformacoes congen NCOP";10;5;15;6;44;8;7;43;24;35;15;16;44;24;8;54;83;15;72;138;52;18;20;9;13;19;11;808
"Q90   Sindr de Down";4;3;8;-;10;1;-;7;14;23;10;7;30;8;7;32;55;15;52;120;39;20;62;6;15;13;5;566
"Q91   Sindr de Edwards e sindr de Patau";-;4;1;1;7;-;3;5;6;23;4;7;23;1;5;27;63;14;40;124;38;22;37;5;8;19;13;500
"Q92   Outr trissomias e trissom parc autoss NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;2;1;1;1;-;-;-;-;10
"Q93   Monossomias e delecoes dos autossomos NCOP";-;-;-;-;1;-;-;-;2;-;-;-;-;-;1;1;2;1;5;8;2;3;2;1;3;-;1;33
"Q95   Rearranjos equilibr e marcadores estrut NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"Q96   Sindr de Turner";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;5
"Q97   Outr anom cromoss sexuais fenotipo fem NCOP";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q98   Outr anom cromoss sexuais fenotipo masc NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;3
"Q99   Outr anomalias dos cromossomos NCOP";-;-;-;-;2;-;1;1;1;9;1;1;4;-;1;13;12;1;18;31;12;3;6;1;2;2;2;124
"R00   Anormalidades do batimento cardiaco";1;-;-;-;-;-;-;3;3;3;-;2;1;-;1;12;11;1;4;13;3;1;1;-;-;-;-;60
"R01   Sopros e outr ruidos cardiacos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;4
"R02   Gangrena NCOP";-;-;-;-;1;1;-;-;1;-;-;4;2;-;-;-;2;-;2;6;-;-;-;-;-;-;-;19
"R03   Valor anormal pressao arterial s/diagn";1;1;-;-;2;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"R04   Hemorragia das vias respirat";2;-;1;1;4;-;-;3;2;3;-;2;5;1;-;4;5;1;1;22;2;2;1;2;-;2;2;68
"R05   Tosse";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R06   Anormalidades da respiracao";2;-;2;-;5;-;-;3;6;5;1;1;1;4;2;5;5;-;2;6;-;2;3;-;1;1;-;57
"R07   Dor de garganta e no peito";1;-;2;-;1;-;-;5;2;4;-;-;-;-;1;5;4;-;-;4;3;2;4;-;-;-;-;38
"R09   Outr sint sinais relat ap circulat respirat";80;29;103;8;240;34;19;488;113;280;67;318;174;63;24;440;757;16;602;908;138;214;397;28;97;67;10;5714
"R10   Dor abdominal e pelvica";8;-;5;1;17;2;1;22;9;24;2;8;8;12;11;47;78;2;12;101;18;10;6;4;10;4;-;422
"R11   Nausea e vomitos";-;-;-;-;1;-;-;1;2;3;-;-;1;-;-;2;-;-;-;-;1;1;1;-;-;-;-;13
"R13   Disfagia";-;-;-;-;1;-;-;1;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"R14   Flatulencia e afeccoes correlatas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"R16   Hepatomegalia e esplenomegalia NCOP";-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;1;-;-;9
"R17   Ictericia NE";-;-;-;-;-;-;-;3;2;1;-;-;1;-;1;2;2;-;4;-;1;2;-;-;1;-;-;20
"R18   Ascite";-;-;-;-;2;1;-;2;1;-;-;-;-;-;-;2;1;-;2;2;-;-;1;-;-;1;-;15
"R19   Outr sint e sinais relat ap digest abdome";-;-;-;-;2;1;-;3;1;3;-;-;3;-;1;5;6;-;3;9;2;1;-;-;-;-;1;41
"R22   Tumefac massa tumoracao loc pele tec subcut";-;-;3;-;3;-;-;6;2;3;-;2;1;1;3;5;6;-;5;4;4;-;2;-;-;1;-;51
"R23   Outr alteracoes cutaneas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;3
"R25   Movimentos involuntarios anormais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"R26   Anormalidades da marcha e da mobilidade";1;-;-;-;-;-;-;-;-;2;-;-;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"R29   Outr sint sinais relat sist nerv osteomusc";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;1;-;5
"R31   Hematuria NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;4
"R33   Retencao urinaria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"R34   Anuria e oliguria";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"R36   Secrecao uretral";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R39   Outr sint e sinais relativos ap urinario";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;3
"R40   Sonolencia estupor e coma";-;-;1;1;4;1;-;-;1;-;-;2;1;1;-;3;1;-;1;2;1;1;2;-;-;-;2;25
"R44   Outr sint sinais relat sensac percep gerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"R47   Disturbios da fala NCOP";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;3
"R48   Dislexia e outr disfuncoes simbolicas NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R50   Febre origem desconhecida e outras origens";1;-;2;-;-;1;-;2;-;1;-;1;2;-;-;2;4;-;2;3;-;1;-;-;-;1;-;23
"R51   Cefaleia";-;-;2;-;2;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"R52   Dor NCOP";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"R53   Mal estar fadiga";-;-;-;-;1;-;-;-;2;4;-;-;-;1;2;3;3;-;-;2;1;2;-;-;-;-;-;21
"R54   Senilidade";13;1;38;10;122;6;7;122;67;114;47;85;171;37;40;293;447;35;236;822;121;92;261;49;41;31;10;3318
"R55   Sincope e colapso";-;-;1;-;-;-;-;3;2;-;-;-;-;-;-;-;1;-;-;5;-;1;2;1;-;-;-;16
"R56   Convulsoes NCOP";2;-;1;-;8;-;-;8;4;5;-;3;-;3;2;24;21;-;13;15;9;7;4;1;1;-;-;131
"R57   Choque NCOP";20;4;22;3;61;2;5;82;26;46;12;69;37;32;11;121;282;4;484;303;68;38;49;1;22;13;4;1821
"R58   Hemorragia NCOP";1;-;-;1;10;-;1;14;1;2;-;2;1;2;1;7;16;-;9;23;4;2;-;2;1;1;1;102
"R59   Aumento de volume dos ganglios linfaticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;4
"R60   Edema NCOP";-;-;1;-;1;-;1;2;-;-;-;-;1;-;-;-;-;-;1;2;-;-;-;1;-;-;-;10
"R62   Retardo do desenvolv fisiologico normal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"R63   Sint sinais relat ingestao alimentos liquid";1;-;1;-;2;-;-;-;-;2;-;-;2;-;-;1;1;-;-;4;-;-;-;-;-;-;-;14
"R64   Caquexia";3;-;-;-;5;1;1;5;5;12;1;5;5;1;-;19;49;1;59;85;21;7;9;11;5;4;1;315
"R68   Outr sint e sinais gerais";25;3;13;5;49;5;3;88;20;49;19;38;84;10;6;233;231;4;160;269;26;26;106;6;11;22;1;1512
"R71   Anormalidade das hemacias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R72   Anormalidade dos leucocitos NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"R73   Aumento da glicemia";-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;1;2;-;2;1;-;-;-;-;-;-;-;10
"R76   Outr achados imunologicos anormais no soro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"R78   Presenca drog outr subst norm n encontr sang";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R79   Outr achados anormais exames quimicos sangue";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3
"R81   Glicosuria";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"R85   Achados anorm mat prov org digest cav abdom";-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5
"R86   Achados anormais mat prov org genitais masc";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R89   Achados anorms mat prov outr org ap sist tec";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"R90   Result anorm exam diagn imag sist nerv centr";-;-;-;-;1;-;-;1;-;-;-;1;1;-;1;1;5;-;-;1;1;-;-;-;-;-;-;13
"R91   Achados anorm exames diagn imagem do pulmao";-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;1;1;-;3;4;-;-;-;-;-;-;-;13
"R92   Achados anorm exames diagn imagem da mama";-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;7
"R93   Achados anorm exam diagn imag out estr corp";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
"R94   Resultados anormais de estudos de funcao";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;3
"R95   Sindr da morte subita na infancia";8;-;3;2;4;1;1;9;1;12;-;5;4;2;3;9;28;-;3;30;7;14;6;1;1;7;-;161
"R96   Outr mortes subitas de causa desconhecida";40;5;63;1;50;13;5;93;19;106;10;35;56;8;54;212;290;9;83;423;107;102;88;1;83;68;24;2048
"R98   Morte s/assist";59;17;529;8;985;12;13;323;311;155;14;268;687;81;99;2011;967;5;17;3337;445;136;166;1;109;76;2;10833
"R99   Outr causas mal definidas e NE mortalidade";236;151;1363;26;1246;137;110;484;251;880;453;601;598;437;693;6867;6204;86;8887;8008;618;614;3196;221;656;294;175;43492
"V01   Pedestre traum colis veic a pedal";1;-;-;-;-;-;-;2;-;2;-;-;3;-;-;1;3;-;1;5;1;-;1;-;1;1;-;22
"V02   Pedestre traum colis veic motor 2 3 rodas";10;5;12;-;22;3;11;47;35;54;3;11;50;21;18;19;61;10;51;91;61;22;35;10;19;31;12;724
"V03   Pedestre traum colis automov pickup caminhon";12;7;16;2;20;13;14;19;28;41;8;29;73;25;20;34;110;10;119;152;173;83;117;53;27;52;53;1310
"V04   Pedestre traum colis veic transp pesado onib";5;2;6;1;21;1;8;21;13;18;1;5;30;15;11;17;63;11;68;88;71;26;41;6;18;23;11;601
"V05   Pedestre traum colis trem veic ferroviario";-;-;-;-;-;-;-;6;-;4;1;-;5;1;-;3;25;3;102;49;9;1;-;2;-;-;-;211
"V06   Pedestre traum colis outr veic nao-motoriz";-;-;-;-;-;-;-;1;1;1;-;-;3;-;-;-;-;-;-;1;1;1;1;-;1;-;-;11
"V09   Pedestre traum outr acid transp e NE";21;-;96;11;157;4;21;68;26;144;36;30;149;32;9;196;260;98;447;749;157;62;147;18;43;126;32;3139
"V10   Ciclista traum colis pedestre animal";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;4
"V11   Ciclista traum colis outr veic a pedal";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;3;1;-;-;2;-;-;-;9
"V12   Ciclista traum colis veic motor 2 3 rodas";9;4;2;-;6;-;4;13;7;11;1;2;8;5;3;4;16;1;4;18;12;12;5;6;10;15;3;181
"V13   Ciclista traum colis automov pickup caminhon";10;2;2;4;6;3;6;4;14;22;3;4;16;10;9;12;40;2;24;62;61;23;24;13;10;34;8;428
"V14   Ciclis traum colis veic transp pesado onibus";4;4;-;-;6;2;3;5;3;14;1;2;12;7;3;5;26;5;8;38;34;15;15;8;9;7;6;242
"V15   Ciclista traum colis trem veic ferroviario";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;3
"V16   Ciclista traum colis outr veic nao-motoriz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
"V17   Ciclista traum colis objeto fixo ou parado";-;1;-;-;-;-;-;2;1;4;-;-;3;1;-;-;16;1;3;5;6;2;4;-;-;3;-;52
"V18   Ciclista traum acid transp s/colis";1;-;3;1;3;1;1;4;9;14;2;6;12;3;2;5;24;9;10;33;25;8;8;6;3;14;3;210
"V19   Ciclista traum acid transp e NE";3;-;-;-;9;-;1;7;4;7;2;1;19;-;-;14;38;4;8;63;11;8;11;3;9;8;2;232
"V20   Motociclista traum colis pedestre animal";3;-;4;-;19;-;9;45;42;27;8;6;34;10;13;20;15;1;6;14;13;5;14;7;10;14;4;343
"V21   Motociclista traum colis veic pedal";3;-;2;-;5;-;1;6;3;3;2;2;2;4;2;1;4;-;2;4;4;2;-;-;3;1;-;56
"V22   Motocicl traum colis veic motor 2 3 rodas";15;3;36;4;52;1;8;66;75;97;26;22;68;30;31;27;45;6;25;44;34;14;14;14;25;31;-;813
"V23   Motocicl traum colis automov pickup caminhon";37;9;43;10;59;14;45;113;127;121;34;40;165;101;56;77;166;13;115;246;299;167;158;79;119;157;33;2603
"V24   Motocicl traum colis veic transp pesado onib";25;6;29;1;47;1;26;71;41;56;16;16;82;40;29;39;116;18;47;151;120;95;69;40;81;100;8;1370
"V25   Motociclista traum colis trem veic ferrov";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2
"V26   Motocicl traum colis outr veic nao-motoriz";-;-;-;-;2;-;-;4;1;1;-;1;3;4;-;-;3;-;-;3;-;-;1;-;-;-;-;23
"V27   Motocicl traum colis objeto fixo parado";13;7;32;4;23;2;22;53;65;72;19;20;42;41;43;31;76;12;50;154;111;56;48;34;54;85;10;1179
"V28   Motociclista traum acid transp s/colis";18;1;40;5;60;-;13;116;130;191;17;53;146;96;51;65;51;8;61;80;75;47;38;33;43;57;10;1505
"V29   Motociclista traum outr acid transp e NE";28;1;17;9;327;3;92;257;130;214;109;194;219;28;7;394;327;165;89;520;61;49;49;7;103;135;7;3541
"V30   Ocup tricicl mot traum colis pedestre animal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"V32   Ocup tric mot traum col out veic mot 2 3 rod";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"V33   Ocup tric mot traum col auto pickup caminhon";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"V34   Ocup tric mot traum col veic transp pes onib";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;2;-;-;-;-;-;5
"V35   Ocup tricic mot traum colis trem veic ferrov";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"V36   Ocup tric mot traum colis outr veic n-motor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"V37   Ocup tricic mot traum colis obj fixo parado";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V38   Ocup tricic motor traum acid transp s/colis";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;4
"V39   Ocup tricicl mot traum outr acid transp e NE";1;-;-;-;2;-;-;2;-;1;-;-;2;1;-;-;5;-;1;7;3;-;1;-;1;-;-;27
"V40   Ocup automovel traum colis pedestre animal";1;-;-;-;2;-;2;-;1;2;-;2;1;-;-;3;4;-;1;6;3;2;-;2;-;1;-;33
"V41   Ocup automovel traum colis veic a pedal";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
"V42   Ocup autotraum colis outr veic mot 2 3 rodas";-;-;2;-;-;-;-;5;2;1;2;-;1;1;1;5;5;-;2;4;5;7;5;-;1;3;-;52
"V43   Ocup automov traum col auto pickup caminhon";11;1;12;-;9;4;6;15;20;32;1;4;44;33;19;31;108;11;53;166;198;145;159;41;44;67;22;1256
"V44   Ocup autom traum colis veic trans pesad onib";18;2;15;-;21;1;14;9;13;21;3;3;35;13;9;28;123;11;58;146;223;160;177;31;35;53;19;1241
"V45   Ocup automovel traum colis trem veic ferrov";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;6
"V46   Ocup automov traum colis outr veic n-motor";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;6
"V47   Ocup automovel traum colis obj fixo parado";3;-;11;-;5;1;3;12;10;6;-;2;7;2;2;9;92;8;34;128;117;79;112;20;21;33;17;734
"V48   Ocup automovel traum acid transp s/colis";18;2;11;3;17;7;34;33;31;38;14;11;69;26;20;62;119;7;42;116;160;68;82;53;35;112;34;1224
"V49   Ocup automovel traum outr acid transp e NE";24;-;2;15;55;1;19;31;19;108;37;183;73;10;10;462;647;135;74;400;68;53;115;2;83;83;18;2727
"V50   Ocup caminhonete traum colis pedestre animal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"V52   Ocup caminhon traum colis veic mot 2 3 rodas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"V53   Ocup caminhon traum colis automov caminhon";-;-;-;-;1;-;1;2;1;-;-;-;-;-;-;-;6;1;-;2;3;4;14;1;2;1;-;39
"V54   Ocup caminhon traum col veic transp pes onib";2;-;-;-;-;-;-;1;-;1;-;1;7;1;-;7;16;2;2;8;11;9;9;3;9;10;-;99
"V56   Ocup caminhonete traum colis outr veic n-mot";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V57   Ocup caminhonete traum colis obj fixo parado";3;-;-;-;-;-;-;1;-;-;1;-;2;3;-;-;3;-;2;6;7;7;5;1;2;1;-;44
"V58   Ocup caminhonete traum acid transp s/colis";-;-;-;-;2;-;-;2;3;7;-;-;4;1;-;3;11;-;1;14;12;2;15;8;13;5;1;104
"V59   Ocup caminhonete traum outr acid transp NE";-;-;-;1;1;-;-;1;-;1;1;-;1;-;-;1;2;1;1;5;2;2;2;-;-;1;-;23
"V60   Ocup veic transp pesado traum colis ped anim";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"V62   Ocup v transp pes traum col veic mot 2 3 rod";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"V63   Ocup veic tr pesado traum col auto caminhon";-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;2;5;-;2;2;2;4;2;-;1;2;1;26
"V64   Ocup v tr pes tr col outr veic tr pes onib";4;-;-;1;-;-;2;1;-;-;1;1;8;2;2;4;25;7;5;31;24;22;24;5;15;23;-;207
"V65   Ocup veic tr pes traum col trem veic ferrov";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"V66   Ocup veic tr pesado traum col out veic n-mot";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V67   Ocup veic tr pesado traum col obj fixo parad";1;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;2;2;5;9;12;5;10;1;2;2;1;57
"V68   Ocup veic tr pesado traum ac transp s/colis";6;3;-;-;13;-;2;8;2;14;1;2;14;6;10;19;39;6;7;44;41;25;31;17;20;21;5;356
"V69   Ocup veic tr pesado traum outr ac transp NE";5;-;-;-;6;1;2;4;5;-;-;1;9;-;-;11;18;7;9;15;12;8;7;3;12;5;1;141
"V71   Ocup onibus traum colis veic a pedal";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V72   Ocup onibus traum col out veic mot 2 3 rodas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"V73   Ocup onibus traum colis automovel caminhonet";-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;1;-;13
