Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"Q32   Malformacoes congen traqueia e bronquios";-;-;-;1;-;-;-;1;-;-;1;-;2;-;-;2;7;1;2;7;2;3;2;2;2;1;-;36
"Q33   Malformacoes congen do pulmao";5;2;6;2;15;6;8;11;6;28;7;9;23;7;12;33;46;22;41;138;35;21;18;3;17;23;6;550
"Q34   Outr malformacoes congen aparelho respirat";-;1;-;-;1;-;-;-;-;2;-;1;1;-;-;2;1;1;1;3;1;1;2;-;1;-;-;19
"Q35   Fenda palatina";-;-;1;-;1;-;-;-;-;-;1;-;1;2;-;-;-;-;1;1;1;-;-;-;-;-;-;9
"Q36   Fenda labial";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q37   Fenda labial c/fenda palatina";-;-;-;-;1;-;-;1;1;1;-;-;2;-;-;-;-;-;2;1;-;1;-;1;-;-;-;11
"Q38   Outr malform congen lingua boca e faringe";-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;5
"Q39   Malformacoes congen do esofago";1;2;6;1;13;3;1;4;2;8;5;8;6;1;1;14;24;5;9;27;10;5;3;5;9;6;-;179
"Q40   Outr malform congen trato digestivo super";-;-;1;-;2;-;-;1;-;1;1;-;1;1;1;2;2;-;1;6;1;1;1;-;-;1;1;25
"Q41   Ausencia atresia estenose congen intest delg";-;-;6;-;6;1;2;5;-;3;3;-;3;2;1;7;7;2;9;7;1;2;1;5;1;1;-;75
"Q42   Ausencia atresia e estenose congen do colon";-;1;3;-;3;2;-;2;2;1;-;1;-;1;1;3;3;-;2;1;-;-;2;-;-;-;-;28
"Q43   Outr malformacoes congen do intestino";1;2;5;1;8;1;1;6;6;7;1;3;8;1;4;8;12;-;10;19;3;6;3;3;2;6;2;129
"Q44   Malform congen vesic biliar via biliar figad";1;1;4;-;5;1;-;1;3;4;3;2;7;2;2;11;15;-;13;23;7;1;7;1;1;2;3;120
"Q45   Outr malformacoes congen aparelho digestivo";-;-;1;-;1;-;1;1;-;-;-;1;-;-;1;3;2;-;-;3;-;-;3;1;1;-;-;19
"Q51   Malformacoes congen utero e do colo do utero";-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"Q52   Outr malformacoes congen org genitais femin";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"Q53   Testiculo nao-descido";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"Q54   Hipospadias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;3
"Q56   Sexo indeterminado e pseudo-hermafroditismo";-;-;2;-;2;-;-;-;-;1;-;-;-;-;1;-;1;-;-;2;-;-;1;-;-;-;-;10
"Q60   Agenesia renal e outr defeitos reducao rim";2;-;1;-;4;-;-;4;2;8;2;-;4;1;3;17;11;2;12;27;15;5;5;1;5;9;3;143
"Q61   Doenc cisticas do rim";3;-;2;-;5;-;1;3;1;7;2;2;7;3;-;18;22;5;14;41;16;12;16;4;2;7;6;199
"Q62   Anom cong obstr pelv renal malf cong ureter";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;3;1;-;3;3;4;-;1;2;1;-;2;22
"Q63   Outr malformacoes congen do rim";1;-;1;-;-;-;-;3;-;1;1;-;2;-;3;-;6;-;4;16;2;1;-;1;1;2;-;45
"Q64   Outr malformacoes congen aparelho urinario";-;-;2;-;1;-;-;2;1;1;-;1;2;1;-;2;2;-;4;8;4;1;-;-;2;-;1;35
"Q67   Deform osteom cong cabeca face coluna torax";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"Q74   Outr malformacoes congen dos membros";-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"Q75   Outr malformacoes congen ossos cranio e face";-;-;1;-;2;1;1;1;-;3;-;1;-;-;1;-;4;1;2;7;-;2;4;1;-;2;2;36
"Q76   Malform congen coluna vertebral ossos torax";-;-;-;-;1;-;-;-;1;1;-;2;2;-;-;2;2;-;1;4;1;2;-;-;-;3;1;23
"Q77   Osteocondr c/anom cresc ossos long col vert";3;-;-;1;-;-;-;1;-;2;-;1;2;1;-;2;7;1;1;10;4;1;3;-;1;2;-;43
"Q78   Outr osteocondrodisplasias";-;-;1;-;1;-;-;-;1;2;1;1;11;-;-;2;3;-;2;9;1;1;1;-;1;2;3;43
"Q79   Malformacoes congen sist osteomuscular NCOP";2;4;31;6;28;7;5;22;14;31;12;4;38;16;11;46;54;10;47;98;24;22;20;7;15;12;15;601
"Q80   Ictiose congen";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;3
"Q81   Epidermolise bolhosa";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;3;-;-;-;1;-;-;-;-;-;-;-;6
"Q85   Facomatoses NCOP";-;-;2;-;-;-;-;3;1;2;-;-;4;2;-;3;3;-;5;15;3;-;2;1;-;1;-;47
"Q86   Sindr c/malf cong dev causas exog conh NCOP";-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"Q87   Outr sindr c/malform cong q acomet mult sist";1;1;9;-;10;1;1;11;5;15;3;5;11;2;3;16;19;6;22;51;15;9;13;1;9;12;11;262
"Q89   Outr malformacoes congen NCOP";10;6;18;4;33;4;5;45;33;23;16;22;59;17;2;69;68;14;51;116;48;8;22;8;17;26;9;753
"Q90   Sindr de Down";2;2;10;1;16;3;1;9;7;17;4;7;30;6;4;37;51;14;40;92;47;23;46;5;9;14;8;505
"Q91   Sindr de Edwards e sindr de Patau";1;1;2;2;6;1;6;5;2;18;3;6;12;2;7;23;54;15;29;116;39;26;39;6;11;17;15;464
"Q92   Outr trissomias e trissom parc autoss NCOP";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;3;-;3;1;1;1;2;-;1;1;-;16
"Q93   Monossomias e delecoes dos autossomos NCOP";-;-;1;-;1;-;-;1;-;-;-;-;1;-;1;1;4;1;1;8;1;2;1;-;-;-;3;27
"Q95   Rearranjos equilibr e marcadores estrut NCOP";-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;1;1;-;2;-;-;-;-;-;-;-;-;8
"Q96   Sindr de Turner";-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;3;1;-;1;-;-;-;-;9
"Q98   Outr anom cromoss sexuais fenotipo masc NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;3
"Q99   Outr anomalias dos cromossomos NCOP";-;-;1;2;3;-;-;3;-;3;2;1;6;-;4;7;15;2;5;19;8;5;2;3;3;4;3;101
"R00   Anormalidades do batimento cardiaco";1;-;-;1;2;-;-;3;2;5;4;4;-;-;-;9;6;-;5;13;4;3;2;2;-;1;-;67
"R01   Sopros e outr ruidos cardiacos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R02   Gangrena NCOP";1;-;-;-;1;-;-;-;1;-;-;4;1;-;-;1;-;-;5;4;-;-;-;-;-;-;-;18
"R03   Valor anormal pressao arterial s/diagn";-;1;-;-;-;-;-;1;1;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"R04   Hemorragia das vias respirat";-;1;2;-;2;1;-;4;2;2;1;1;2;-;2;4;5;2;7;11;1;2;3;-;1;-;1;57
"R05   Tosse";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;3
"R06   Anormalidades da respiracao";-;-;5;-;6;-;1;4;6;3;1;1;1;3;4;7;9;-;10;7;2;4;2;1;-;1;-;78
"R07   Dor de garganta e no peito";1;-;1;1;-;-;-;4;5;3;-;1;-;-;8;1;6;-;3;17;6;1;2;1;-;-;-;61
"R09   Outr sint sinais relat ap circulat respirat";66;33;218;9;314;45;20;411;79;254;61;292;144;73;33;475;762;20;658;835;160;221;498;62;92;66;14;5915
"R10   Dor abdominal e pelvica";4;1;6;-;36;1;3;33;11;28;4;30;10;14;17;52;82;1;15;132;29;10;9;2;10;10;1;551
"R11   Nausea e vomitos";-;-;1;-;3;-;-;-;1;-;-;-;-;-;3;-;2;-;-;3;-;-;1;-;-;-;-;14
"R13   Disfagia";-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;1;3;-;-;2;-;-;-;-;-;1;-;10
"R14   Flatulencia e afeccoes correlatas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"R15   Incontinencia fecal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R16   Hepatomegalia e esplenomegalia NCOP";-;-;-;-;1;-;-;-;1;1;-;2;-;-;1;-;1;-;1;1;-;1;-;-;1;-;2;13
"R17   Ictericia NE";-;-;2;-;-;-;-;1;1;1;-;-;2;-;-;5;1;-;6;4;3;-;1;-;1;-;-;28
"R18   Ascite";-;-;1;1;5;1;-;2;-;1;-;1;-;-;-;1;3;-;2;2;-;-;1;-;-;-;-;21
"R19   Outr sint e sinais relat ap digest abdome";-;-;3;1;5;-;-;5;-;2;1;-;1;-;5;5;4;-;13;9;2;2;1;-;2;1;-;62
"R22   Tumefac massa tumoracao loc pele tec subcut";-;1;1;-;2;-;-;5;1;3;1;3;1;3;5;4;3;-;10;14;2;-;1;-;1;-;-;61
"R23   Outr alteracoes cutaneas";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;5
"R26   Anormalidades da marcha e da mobilidade";-;-;-;-;-;-;-;-;1;2;-;-;7;1;-;-;1;-;-;-;-;1;-;-;-;1;-;14
"R27   Outr disturbios da coordenacao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R29   Outr sint sinais relat sist nerv osteomusc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;3
"R31   Hematuria NE";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"R32   Incontinencia urinaria NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"R34   Anuria e oliguria";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;3
"R36   Secrecao uretral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"R39   Outr sint e sinais relativos ap urinario";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"R40   Sonolencia estupor e coma";-;-;-;-;2;-;-;1;1;-;-;3;2;1;2;2;3;-;1;5;1;-;-;-;-;-;-;24
"R47   Disturbios da fala NCOP";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"R50   Febre origem desconhecida e outras origens";-;-;2;1;1;-;-;3;-;2;-;1;1;1;-;3;4;-;4;10;-;-;-;-;-;1;-;34
"R51   Cefaleia";-;-;1;-;2;-;-;1;1;-;-;-;-;-;1;1;1;-;1;-;1;-;-;-;-;-;-;10
"R52   Dor NCOP";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;4
"R53   Mal estar fadiga";-;-;2;-;2;-;1;3;1;-;-;-;-;-;1;1;2;-;1;2;-;4;1;-;-;1;2;24
"R54   Senilidade";28;3;39;15;83;44;12;108;75;188;49;109;271;49;108;452;340;33;275;883;134;95;151;64;69;53;24;3754
"R55   Sincope e colapso";-;-;-;-;-;-;-;2;1;1;-;-;2;-;1;2;2;-;3;10;2;1;2;-;2;2;-;33
"R56   Convulsoes NCOP";1;-;1;1;10;2;-;12;12;6;4;6;4;3;1;24;30;5;28;32;3;2;4;-;4;2;2;199
"R57   Choque NCOP";18;7;9;6;85;6;1;125;22;65;9;133;43;40;7;121;290;8;506;450;58;30;68;15;28;16;2;2168
"R58   Hemorragia NCOP";2;-;2;-;4;2;-;5;1;1;1;4;4;2;-;7;14;-;8;10;2;2;6;-;1;-;1;79
"R59   Aumento de volume dos ganglios linfaticos";-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;1;1;-;2;2;-;1;1;-;-;-;-;12
"R60   Edema NCOP";-;-;1;-;1;-;-;1;-;-;1;1;-;-;-;3;1;-;-;3;1;-;-;-;1;-;-;14
"R61   Hiperidrose";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R62   Retardo do desenvolv fisiologico normal";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"R63   Sint sinais relat ingestao alimentos liquid";-;-;-;-;-;-;-;-;1;2;3;1;2;1;3;3;4;-;1;9;1;2;1;1;-;3;-;38
"R64   Caquexia";-;-;5;-;14;-;1;9;2;18;3;11;18;6;-;28;48;1;48;87;10;5;15;7;10;7;-;353
"R68   Outr sint e sinais gerais";16;1;14;1;63;1;2;53;19;40;12;20;49;16;1;167;163;9;120;169;18;17;92;15;7;12;-;1097
"R70   Veloc hemossedim elev outr anorm visc plasm";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R72   Anormalidade dos leucocitos NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;3
"R73   Aumento da glicemia";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;2;-;1;1;-;-;-;-;-;1;-;8
"R74   Anormalidades dos niveis de enzimas sericas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;5
"R76   Outr achados imunologicos anormais no soro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"R78   Presenca drog outr subst norm n encontr sang";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
"R79   Outr achados anormais exames quimicos sangue";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"R80   Proteinuria isolada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"R81   Glicosuria";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R85   Achados anorm mat prov org digest cav abdom";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"R87   Achados anormais mat prov org genitais femin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"R89   Achados anorms mat prov outr org ap sist tec";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R90   Result anorm exam diagn imag sist nerv centr";-;-;-;-;3;-;-;3;-;-;1;3;2;1;3;2;4;-;-;5;-;1;-;1;1;-;-;30
"R91   Achados anorm exames diagn imagem do pulmao";-;-;-;-;2;-;-;2;-;-;3;-;-;-;-;1;3;-;-;-;1;-;1;-;-;-;-;13
"R92   Achados anorm exames diagn imagem da mama";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;2;3;-;-;-;-;-;-;-;9
"R93   Achados anorm exam diagn imag out estr corp";2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"R94   Resultados anormais de estudos de funcao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;1;1;-;-;-;-;-;7
"R95   Sindr da morte subita na infancia";2;2;4;7;9;1;2;6;5;14;2;2;3;5;1;16;15;-;5;17;11;4;8;8;3;16;3;171
"R96   Outr mortes subitas de causa desconhecida";119;18;81;8;214;24;37;321;81;453;38;169;168;140;116;496;682;23;200;1299;245;150;83;8;172;140;30;5515
"R98   Morte s/assist";45;33;548;6;1286;3;14;429;621;168;7;263;836;90;89;1379;987;5;19;3188;404;128;60;15;97;89;6;10815
"R99   Outr causas mal definidas e NE mortalidade";308;559;1828;67;1831;59;150;690;354;1686;599;783;1685;1045;875;8745;7021;251;12707;10639;949;573;3587;385;795;471;257;58899
"V01   Pedestre traum colis veic a pedal";-;1;-;1;-;-;-;1;-;1;1;-;-;1;-;-;3;-;-;3;-;-;2;-;-;2;1;17
"V02   Pedestre traum colis veic motor 2 3 rodas";7;2;23;1;13;1;7;37;24;53;4;7;42;10;11;29;68;5;23;152;52;18;20;6;15;19;15;664
"V03   Pedestre traum colis automov pickup caminhon";6;2;22;2;7;5;8;29;17;19;5;27;32;45;25;28;109;11;24;167;178;56;91;25;23;37;41;1041
"V04   Pedestre traum colis veic transp pesado onib";4;1;9;1;13;2;1;27;6;18;-;4;20;7;7;16;59;6;20;143;61;32;35;9;12;16;14;543
"V05   Pedestre traum colis trem veic ferroviario";-;-;-;-;-;-;-;4;1;-;1;-;2;-;-;2;16;3;33;22;21;2;-;-;-;-;-;107
"V06   Pedestre traum colis outr veic nao-motoriz";-;-;1;-;2;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;8
"V09   Pedestre traum outr acid transp e NE";18;-;50;2;163;-;24;109;26;94;36;9;200;23;8;176;176;52;448;585;112;74;139;36;38;122;20;2740
"V10   Ciclista traum colis pedestre animal";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;1;1;1;1;-;-;-;10
"V11   Ciclista traum colis outr veic a pedal";-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;3;-;-;1;1;-;1;-;10
"V12   Ciclista traum colis veic motor 2 3 rodas";8;1;3;-;4;-;2;6;10;6;2;-;7;7;2;3;9;5;10;28;16;15;2;7;7;7;2;169
"V13   Ciclista traum colis automov pickup caminhon";11;1;3;3;4;2;2;5;11;6;3;1;14;8;4;9;34;7;7;96;53;45;26;9;13;22;14;413
"V14   Ciclis traum colis veic transp pesado onibus";2;-;-;1;1;1;4;3;1;3;2;-;12;6;2;4;21;8;12;38;28;22;10;9;8;5;2;205
"V16   Ciclista traum colis outr veic nao-motoriz";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"V17   Ciclista traum colis objeto fixo ou parado";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;12;1;2;9;2;7;2;-;-;-;-;37
"V18   Ciclista traum acid transp s/colis";1;1;-;3;1;-;3;4;4;3;1;4;6;8;4;11;37;9;7;61;19;14;6;4;3;19;4;237
"V19   Ciclista traum acid transp e NE";2;-;-;1;12;2;10;14;-;14;6;2;20;3;-;11;28;7;5;76;12;7;11;6;9;9;1;268
"V20   Motociclista traum colis pedestre animal";3;-;3;2;9;-;5;23;38;12;3;12;19;15;23;16;11;2;3;16;11;4;8;5;5;11;2;261
"V21   Motociclista traum colis veic pedal";1;-;-;1;2;-;-;3;3;2;-;-;7;4;2;2;2;1;1;7;1;-;-;2;-;4;-;45
"V22   Motocicl traum colis veic motor 2 3 rodas";31;7;32;2;41;4;18;74;62;62;6;15;41;18;29;27;34;12;21;57;42;26;17;22;29;17;2;748
"V23   Motocicl traum colis automov pickup caminhon";49;8;61;13;57;16;33;136;94;76;28;15;143;99;53;94;152;32;71;434;319;152;154;88;122;130;33;2662
"V24   Motocicl traum colis veic transp pesado onib";27;3;26;10;52;8;18;64;53;35;15;10;73;34;35;39;108;23;19;222;146;78;61;34;69;66;8;1336
"V25   Motociclista traum colis trem veic ferrov";-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;2;1;-;-;-;-;7
"V26   Motocicl traum colis outr veic nao-motoriz";1;-;1;-;-;-;-;-;2;-;-;-;2;1;-;-;1;-;3;2;1;-;3;-;-;2;1;20
"V27   Motocicl traum colis objeto fixo parado";12;7;37;1;16;4;11;48;44;82;20;14;32;30;22;38;92;15;36;247;118;70;58;37;46;59;11;1207
"V28   Motociclista traum acid transp s/colis";14;5;43;5;72;5;19;120;128;140;25;27;119;115;71;81;73;11;90;186;77;47;39;35;68;56;22;1693
"V29   Motociclista traum outr acid transp e NE";34;6;17;5;339;5;77;258;185;211;75;216;340;81;13;428;302;130;106;557;43;51;93;27;144;123;8;3874
"V30   Ocup tricicl mot traum colis pedestre animal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122;-;-;1;-;-;-;-;123
"V32   Ocup tric mot traum col out veic mot 2 3 rod";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V33   Ocup tric mot traum col auto pickup caminhon";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
"V34   Ocup tric mot traum col veic transp pes onib";1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;2;-;1;-;-;-;-;-;7
"V36   Ocup tric mot traum colis outr veic n-motor";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"V37   Ocup tricic mot traum colis obj fixo parado";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;3
"V38   Ocup tricic motor traum acid transp s/colis";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;5
"V39   Ocup tricicl mot traum outr acid transp e NE";1;-;-;3;4;-;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;2;-;15
"V40   Ocup automovel traum colis pedestre animal";-;-;-;-;-;-;-;1;-;-;2;-;2;-;1;4;2;-;-;4;2;2;2;2;-;4;-;28
"V41   Ocup automovel traum colis veic a pedal";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;4
"V42   Ocup autotraum colis outr veic mot 2 3 rodas";-;-;-;-;4;-;-;5;-;-;1;3;-;2;3;3;7;-;1;10;3;10;2;2;2;7;1;66
"V43   Ocup automov traum col auto pickup caminhon";5;-;4;5;5;4;11;9;11;9;5;3;23;25;10;27;99;7;17;163;171;105;126;25;25;60;20;974
"V44   Ocup autom traum colis veic trans pesad onib";8;-;7;-;4;-;14;5;3;8;2;3;20;17;12;45;125;15;20;202;234;138;114;46;54;74;9;1179
"V45   Ocup automovel traum colis trem veic ferrov";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;4;1;3;1;-;-;-;12
"V46   Ocup automov traum colis outr veic n-motor";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;5
"V47   Ocup automovel traum colis obj fixo parado";1;3;16;-;6;-;2;10;5;6;2;-;15;13;11;9;63;3;27;177;117;64;104;7;14;31;20;726
"V48   Ocup automovel traum acid transp s/colis";19;1;6;6;13;1;24;19;16;16;3;5;62;14;26;48;110;8;30;140;189;82;93;33;32;103;18;1117
"V49   Ocup automovel traum outr acid transp e NE";13;1;7;34;31;-;12;32;16;76;29;129;67;15;11;528;627;67;89;417;56;49;110;11;75;120;19;2641
"V50   Ocup caminhonete traum colis pedestre animal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"V52   Ocup caminhon traum colis veic mot 2 3 rodas";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V53   Ocup caminhon traum colis automov caminhon";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;3;4;-;3;-;15
"V54   Ocup caminhon traum col veic transp pes onib";4;-;-;-;-;-;-;1;-;4;-;-;-;2;-;-;9;-;-;14;24;5;11;-;5;6;-;85
"V57   Ocup caminhonete traum colis obj fixo parado";-;-;-;-;1;-;1;1;-;-;2;-;-;1;-;-;3;-;-;4;4;1;3;1;-;3;1;26
"V58   Ocup caminhonete traum acid transp s/colis";1;-;1;1;4;-;11;3;3;1;-;2;-;-;1;1;7;3;-;9;10;1;5;5;5;12;-;86
"V59   Ocup caminhonete traum outr acid transp NE";2;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;6;-;-;3;-;1;-;-;4;-;-;20
"V62   Ocup v transp pes traum col veic mot 2 3 rod";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"V63   Ocup veic tr pesado traum col auto caminhon";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;7;-;1;6;-;1;2;1;21
"V64   Ocup v tr pes tr col outr veic tr pes onib";4;-;2;-;1;-;3;2;-;3;-;-;6;3;4;8;18;1;6;41;42;19;19;8;16;10;-;216
"V66   Ocup veic tr pesado traum col out veic n-mot";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"V67   Ocup veic tr pesado traum col obj fixo parad";-;-;-;-;3;-;-;-;-;1;-;-;-;-;1;1;2;2;2;10;8;6;9;2;2;2;-;51
"V68   Ocup veic tr pesado traum ac transp s/colis";6;1;2;-;5;1;4;8;5;2;1;2;14;12;8;21;46;8;6;48;40;24;31;13;9;22;2;341
"V69   Ocup veic tr pesado traum outr ac transp NE";6;-;1;-;-;1;1;2;-;3;-;1;12;2;-;5;13;2;-;29;10;2;6;-;8;11;2;117
"V70   Ocup onibus traum colis pedestre animal";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;4
"V72   Ocup onibus traum col out veic mot 2 3 rodas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"V73   Ocup onibus traum colis automovel caminhonet";1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
"V74   Ocup onibus traum colis veic transp pes onib";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;4;-;-;32;12;1;-;-;2;4;-;59
"V75   Ocup onibus traum colis trem veic ferrov";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"V77   Ocup onibus traum colis objeto fixo parado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"V78   Ocup onibus traum acid transp s/colis";-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;3;-;1;5;3;-;1;-;-;1;1;19
"V79   Ocup onibus traum outr acid transp e NE";1;-;-;-;1;1;-;1;-;-;1;2;-;1;-;-;1;2;6;3;1;-;-;-;-;-;-;21
"V80   Pess mont anim oc veic anim traum ac transp";6;2;2;1;12;-;8;9;7;4;1;6;17;6;10;34;43;6;4;22;14;6;17;2;6;16;2;263
"V81   Ocup trem veic ferroviario traum acid transp";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;1;-;-;-;-;-;-;-;5
